ADDRESS,PRICE,BEDROOMS
10 Churton Crescent,610000,3
10 Citriadora Avenue,575000,4
10 Claiborne Road,470000,4
10 Classroom Loop,510000,4
10 Clayden Street,358000,4
10 Clearview Avenue,1500000,5
10 CLEMTON PLACE,520000,4
10 Cleopatra Circuit,410000,4
10 Clifton Street,290000,3
10 Clint Way,228500,3
10 Clyde Road,1350000,4
10 Clydesdale Street,855000,4
10 Coatelan Drive,925000,5
10 Coleridge Place,700000,4
10 College Road,1200000,3
10 Colne Way,385000,3
10 Cologne Gardens,379000,4
10 Columba Place,1920000,5
10 Como Way,1240000,4
10 Congdon Way,750000,4
10 Conimbla Lane,660000,4
10 Coniston Bend,530000,3
10 Coniston Drive,325000,4
10 Connelly Place,565000,4
10 Conrad Way,597000,5
10 Continental Boulevard,760000,4
10 Coogan Close,400000,3
10 Coolibah Drive,476500,3
10 Copper Lane,500000,4
10 Coralgum Green,568000,4
10 Corella Street,505000,3
10 Cornell Place,600000,5
10 Correa Way,365000,3
10 Corrour Bend,245000,3
10 Cottontree Lane,570000,4
10 Coulsen Close,675000,4
10 Cowper Street,448000,3
10 Coyne Street,355000,4
10 Crab Cove,570000,3
10 Crake Street,730000,3
10 Cranberry Way,316500,3
10 Cranford Avenue,750000,3
10 Cranwell Road,880000,2
10 Craven Street,615750,3
10 Cresswell Place,450000,4
10 Creswick Cross,168000,4
10 Crossway,295000,3
10 Crystal Turn,435000,4
10 Crystalview Cove,685000,4
10 Currawong Court,535000,4
10 Currawong Crescent,510000,4
10 Curruthers Road,830000,3
10 Curtin Road,426000,4
10 Dacelo Vista,559900,4
10 Daly Circle,550000,4
10 Dan Close,205000,4
10 Dane Court,345000,4
10 Daniels Place,394000,4
10 Darling Range Drive,715000,4
10 Darrowby Place,597000,4
10 Dartmouth Avenue,1685000,4
10 Darwinia Court,590000,3
10 DAVID STREET,820000,3
10 Daviesia Corner,500000,4
10 Davilak Crescent,1080000,4
10 Dawn Road,445000,3
10 De Grey Retreat,605000,4
10 Dean Street,446000,3
10 Denver Avenue,690000,4
10 Derry Lane,2070000,4
10 Desertpea Road,503000,3
10 Deverall Square,880000,4
10 Dillwynia Bend,430000,4
10 Direction Way,1700000,3
10 Doherty Road,599000,4
10 Domain Court,410000,4
10 Domeney Place,455000,4
10 Donnelly Link,545000,3
10 Doriemus Road,692500,3
10 Dorney Esplanade,250000,4
10 Dowlan Way,385000,4
10 Drummore Elbow,295000,4
10 Dublin Road,570000,4
10 Duff Place,860000,4
10 Dumsday Drive,275000,4
10 Dunmore Crescent,532500,4
10 Durrington Glade,375000,4
10 Dusenberg Mews,572500,4
10 Duyfken Road,384000,3
10 Eastbourne Street,1317500,4
10 Edmund Way,250000,3
10 Eildon Court,472000,5
10 Elbury Court,507000,3
10 Elder Way,435000,3
10 Eldon Close,380000,4
10 Ellerby Way,435000,2
10 Emperor Approach,550000,4
10 Emu Court,365000,4
10 Ennis Court,212000,3
10 Ensign Dale,500000,4
10 Erlon Way,406500,3
10 Erodium Place,460000,3
10 Essington Street,405000,4
10 Ethel Street,1160000,5
10 Etna Place,1895000,4
10 Ewart Street,235000,2
10 Excelsior Meander,300000,4
10 Eyebright Court,511250,4
10 Fagan Street,505000,3
10 Fairview Street,870000,4
10 Fairywren Drive,455000,4
10 Falkirk Avenue,810000,2
10 Fantail Avenue,960000,4
10 Fantail Drive,595142,4
10 Fantail Way,375000,4
10 Farrier Terrace,472000,4
10 Farringdon Way,375000,3
10 Fawn Way,412000,3
10 Feldman Crescent,575000,4
10 Field View,345000,4
10 Fielder Road,680000,4
10 Finchley Terrace,550000,3
10 Finlay Court,520000,3
10 Finsbury Grove,1525000,4
10 Fintry Close,480000,4
10 Fionn Court,950000,4
10 Firefalls Close,440000,4
10 Flannan Place,852500,5
10 Fleetwood Link,370000,4
10 Fletcher Street,875000,2
10 Folland Parade,430000,4
10 Fortview Road,1775000,3
10 Fourth Avenue,1423888,3
10 Frederic Street,565000,3
10 Friarbird Terrace,550000,4
10 Gaffin Way,162100,3
10 Gairloch Place,620000,3
10 Galahad Way,645000,4
10 gallipoli street,505000,3
10 Gatton Way,470000,3
10 Gausson Turn,393000,4
10 Gemini Rise,957000,5
10 Geoff Russell Avenue,550000,4
10 Georgetown Drive,370000,3
10 Gifford Mews,668000,4
10 Gilbreth Bend,535000,4
10 Giles Avenue,380000,3
10 GLADALAN Way,500000,4
10 Glen Iris Drive,1200000,5
10 Glenallen Way,360000,4
10 Glenbawn Drive,422500,3
10 Glencoe Place,650000,4
10 Glenfine Way,473200,4
10 Glenten Way,545000,4
10 Glenwood Avenue,545000,4
10 Godin Court,1650000,5
10 Goldfinch Bend,471000,4
10 Goshawk Place,385000,4
10 Grace Pass,630000,4
10 Granada Loop,350000,4
10 Grand Boulevard,575000,4
10 Graydon Grove,285000,3
10 Greenville Street,1352000,3
10 Greta Court,310000,3
10 Guernsey Court,320000,4
10 Gulli Court,1850000,4
10 Gwynne Corner,630000,4
10 Halse Place,1120000,5
10 Hampshire Drive,670000,5
10 Harden Park Trail,345000,3
10 Harley Terrace,1250000,4
10 Harmony Avenue,370000,4
10 Harrison Way,280000,3
10 Harwood Street,740250,3
10 Hayward Parade,740000,4
10 Hayward Road,870000,4
10 Hazelmere Crescent,390000,3
10 Heard Way,1100000,5
10 Heathland Terrace,300000,3
10 Helena Street,630000,4
10 Henderson Road,505000,4
10 Hendy Green,720000,4
10 Hennessy Drive,590000,4
10 Henniker Way,340000,3
10 Henty Grove,450000,3
10 Hepworth Way,612500,4
10 Heritage Terrace,445000,4
10 Heywood Lane,945000,4
10 Hibiscus Court,1430000,4
10 Hillcrest Court,225000,4
10 Hindmarsh Way,628000,4
10 Hindoo Elbow,326000,3
10 Hodge Court,862000,4
10 Hodges Street,344000,3
10 Hodgson Street,689000,3
10 Hodnet Bend,540000,4
10 Hogg Avenue,1225000,4
10 Hollingsworth Avenue,396000,4
10 Hollister Way,665000,4
10 Hope Crescent,815000,3
10 Horner Way,405000,3
10 Horrocks Road,595000,3
10 Horslay Way,585000,4
10 Hovea Crescent,385000,4
10 Hubert Street,675000,3
10 Hugh Street,710000,3
10 Hynes Court,436000,4
10 Hynes Way,505000,4
10 Indiana Parade,795000,4
10 Indus Vista,355000,4
10 Instone Street,507500,2
10 Iolanthe Street,1170000,4
10 Irene Place,520000,4
10 Irvine Street,2060000,3
10 Jackman Street,670000,4
10 James Avenue,490000,3
10 James Road,1500000,3
10 Janeville Place,710000,4
10 Jarman Avenue,525000,3
10 Jecks Street,546000,4
10 Jedburgh Loop,315000,3
10 Jenkyn Circle,800000,4
10 Jimbell Street,1216000,4
10 Jinan Road,435000,4
10 Jindabyne Street,500000,4
10 Joel Way,411000,4
10 John Street,1900000,3
10 Johnson Street,775000,4
10 Johnston Way,490000,3
10 Jordan Street,198000,3
10 Kabiana Way,315000,3
10 Kakadu Rest,430000,4
10 Kallatina Drive,857500,4
10 Kamara Court,420000,4
10 Kaputar Court,340000,4
10 Karamarra Place,560000,4
10 Kardier Mews,685000,4
10 Kardinya Road,720000,5
10 Kargotich Road,840000,4
10 Kari Court,368000,4
10 Karla Place,1660000,5
10 Karst Elbow,505000,4
10 Kawina Road,560000,3
10 Keans Avenue,940000,3
10 Kearsley Rise,997500,4
10 Kenneally Circuit,1250000,5
10 Kerior Street,835000,4
10 Kerries Link,635000,4
10 Kessell Lane,421000,4
10 Kiah Mews,748000,4
10 Killaloe Place,925000,5
10 Kilmaine Road,422500,4
10 Kingsland Avenue,1670000,5
10 Kingston Heath Mews,965000,5
10 Kingsway,2125000,4
10 Kinross Crescent,1648000,5
10 Kinta Street,1346666,3
10 Kintyre Rise,565000,5
10 Kinvara Way,410000,3
10 Kirkley Pass,436000,4
10 Kirribilli Court,850000,4
10 Klem Avenue,440000,4
10 Knoll Place,460000,4
10 Knutsford Street,1545000,4
10 Koolyanga Road,765000,3
10 Korovin Drive,500000,4
10 Kullaroo Court,325000,4
10 Kunzea Close,450000,4
10 Kunzea Rise,683000,4
10 Kurrat Elbow,392000,3
10 Kurrawa Street,330000,4
10 Kwilena Avenue,620000,4
10 La Grange Loop,575000,4
10 Lakelands Drive,910000,7
10 Lakewood Avenue,755000,4
10 Lambert Street,867500,3
10 Lamis Place,635000,4
10 Landbeach Boulevard,470000,4
10 Lang Street,440000,3
10 Lansby Court,598000,4
10 Laslett Circle,649000,4
10 Latham Street,432000,3
10 Lautrec Loop,485250,3
10 Lavalle Rise,505000,4
10 Laverick Street,210000,4
10 Leanne Close,700000,4
10 Leatherwood Way,415000,3
10 Ledden Court,550000,4
10 Lee Avenue,320000,3
10 Leghorn Road,237500,3
10 Leithdale Road,600000,4
10 Letterkenny Way,440000,3
10 Levey Rise,900000,4
10 Leyland Street,805000,4
10 Limerick Way,672000,3
10 Litoria Drive,329000,4
10 Little Rush Close,403000,3
10 LIVONIA Street,465000,4
10 Lodge Court,475000,4
10 Logwood Avenue,437000,4
10 Lonnie Street,775000,3
10 Looranah Street,400000,3
10 Louise Place,900000,3
10 Lowell Street,500000,4
10 Lucca Court,830000,5
10 Lucinda Court,467000,4
10 Mabena Place,977500,5
10 Macedonia Place,645000,3
10 Madge Way,375000,4
10 Madras Crescent,355000,4
10 Mallaig Place,665000,5
10 Mallina Circuit,396000,4
10 Manhattan Avenue,785000,4
10 Manston Road,310000,3
10 Manyleaf Link,340000,3
10 Mapleton Street,937000,4
10 Mardella Street,920000,2
10 Mardja Loop,87140,5
10 Marengo Close,512000,5
10 Marie Court,525000,4
10 Marigold Place,455000,5
10 Marlock Place,1180000,4
10 Maroubra Parade,343000,3
10 Marra Way,535000,4
10 Marsh Court,817000,4
10 Marshwood Place,385000,7
10 Martini Way,480000,4
10 Mary Street,865000,5
10 Mary Street,1700000,5
10 Massenger Street,645000,4
10 Maverick Promenade,420000,4
10 McGuigan Circle,465000,3
10 Mckenna Drive,760000,4
10 McKeon Street,420000,4
10 McLeod Street,365000,4
10 McNeil Grove,405000,5
10 Meadow Lane,635000,4
10 Meath Mews,810000,4
10 Meek Court,260000,4
10 Melbourne Close,291000,4
10 Meredith Way,355000,3
10 Merens Terrace,585000,4
10 Messenger Street,222500,3
10 Midlothian Crescent,475000,4
10 Midsummer Avenue,600000,4
10 Midway Street,570000,3
10 Millenden Street,1175000,4
10 Miller Place,930000,4
10 Millstream Drive,520000,4
10 Milos Loop,590000,4
10 Miltona Drive,491000,4
10 Mimbalup Close,295000,3
10 Moira Mews,375000,3
10 Monaco Avenue,630000,4
10 Monaro Way,510000,3
10 Monota Avenue,720000,3
10 Monroe Turn,515000,4
10 Moorhouse Street,533000,3
10 Moyle Place,1330000,1
10 Murry Mews,260000,3
10 Myrtle Street,408000,2
10 Nankeen Elbow,458000,3
10 Napier Place,375000,3
10 Naree Road,690000,3
10 Narrien Loop,532000,4
10 Narrier Close,510000,4
10 Nathaniel Way,225000,3
10 Navigator Drive,380000,4
10 Newcomen Road,760000,4
10 Newell Place,137500,3
10 Nolan Crescent,1030000,4
10 Noonan Court,550000,3
10 Norman Street,280000,3
10 Norrie Court,380000,3
10 North Lake Road,550000,3
10 Nunney Road,375000,4
10 Oakbank Crescent,550000,4
10 Oakdene Drive,630000,4
10 Oakfield Gardens,260000,3
10 Oakleaf Circle,430000,3
10 Ocean View Road,561000,4
10 Old Toodyay Road,425000,4
10 Omaroo Terrace,1550000,4
10 Onslow Road,998000,3
10 Opal Place,620000,4
10 Orient Street,1500000,5
10 Osaka Loop,517500,4
10 Oslo Street,537000,4
10 Otway Street,1425010,4
10 Outlook Close,670000,4
10 Palermo Court,301500,3
10 Pandora Way,285000,4
10 Pannell Road,840000,3
10 Panorama Place,1175000,4
10 Paris Gardens,535000,4
10 Park Road,410000,4
10 Patenier Street,515000,4
10 Paton Mews,355000,3
10 Peirse Way,1765000,4
10 Pelham Lane,460000,3
10 Pendleton Crescent,370000,4
10 Penelope Place,620000,2
10 Peoples Avenue,1000000,3
10 Persian Grove,165000,4
10 Persian Street,360000,3
10 Perugino Avenue,560000,4
10 Peterkin Mews,320000,3
10 Petworth Drive,647500,4
10 Phoenix Terrace,540000,4
10 PIEDMONT Way,408100,3
10 Pigeon Court,347000,3
10 Pigott Street,270000,4
10 Pinnacle Road,625000,4
10 Plane Tree Grove,580000,4
10 Playford Mews,609000,4
10 Poa Way,435000,4
10 Podger Way,341250,4
10 Poinsettia Grove,460000,4
10 Pompei Crescent,795000,3
10 Pope Mews,600000,4
10 Portland Way,485000,4
10 Portmarnock Drive,800000,4
10 Portofino Turn,300000,3
10 Prescott Court,456000,4
10 Press Street,370000,4
10 Primus Place,265000,4
10 Priory Road,495000,3
10 Protector Grove,640000,4
10 Prudhoe Mews,395000,4
10 Purdom Road,1450000,4
10 Pya Place,370000,3
10 Pymore Crescent,335000,2
10 Pyrmont Place,435500,4
10 Queenscliff Court,1125000,4
10 Queenslea Drive,1950000,4
10 Quincy Loop,820000,4
10 Quindalup Court,350000,4
10 Quondong Close,410000,4
10 Rainsby Crescent,272000,3
10 Raphael Street,1400000,3
10 Rason Court,325000,4
10 Redcloud Ridge,398000,4
10 Regatta Boulevard,485000,3
10 Rendition Place,460000,4
10 Renoir Lane,685000,5
10 Renshaw Boulevard,370000,4
10 Rhone Place,405000,3
10 Rigoll Court,350000,3
10 Rimmington Court,425000,5
10 Ritan Lane,320000,3
10 Riverlinks Drive,370000,4
10 Rivett Way,950000,2
10 Robertson Road,580000,3
10 Robertson Street,312000,3
10 Robinia Rise,600000,4
10 Robins Road,570000,3
10 Romaine Loop,540000,4
10 Romano Crescent,1550000,4
10 Rome Road,1012500,8
10 Rosalind Court,1210000,5
10 Rosedale Vista,459000,4
10 Rosegreen Avenue,545000,4
10 Rowell Gardens,519000,4
10 Rushby Way,790000,5
10 Sala Road,225000,4
10 Samos Place,610000,4
10 Samphire Street,1450000,5
10 Sanctuary Drive,385000,4
10 Sandow Green,307000,4
10 Sandstone Place,885000,5
10 Sanford Court,492000,4
10 Sanford Court,395000,3
10 Santina Place,399000,3
10 Saxon Link,510000,4
10 Scarlet Close,440000,4
10 Schaffers Place,315000,3
10 Second Avenue,790000,4
10 Sedgman Mews,760000,5
10 Serotina Lane,472500,4
10 Sessilis Road,315000,3
10 Shadwell Court,400000,4
10 Shaw Place,420000,4
10 Sheathbill Court,415000,4
10 Sheffield Road,440000,4
10 Shelduck Crescent,465000,3
10 Shirley Road,412500,3
10 Sinclair Street,428000,3
10 Sion Close,1170000,5
10 Skyline Boulevard,430000,3
10 Skyros Mews,385000,4
10 Spargo Street,800000,4
10 Spiers Place,375000,3
10 Spoonbill Pass,465000,4
10 Springview Circle,535000,5
10 Squires Avenue,410000,4
10 St Ives Loop,905000,4
10 St Kilda Road,461000,3
10 St Pierre Circuit,651000,4
10 Staff Street,320000,2
10 Stampel Gardens,629000,4
10 Stead Street,240000,3
10 Stedman Parkway,695000,4
10 Stillwater Street,505000,4
10 Stone Court,435000,4
10 Stormbird Loop,510000,4
10 Strand Close,550000,4
10 Sulphur Cove,270000,4
10 Sunset Place,760000,4
10 Suttor Street,457000,3
10 Swanson Way,420000,4
10 Syros Court,920000,4
10 Tamarine Way,325000,3
10 Tambelyn Street,315000,3
10 Tanglewood Way,850000,4
10 Tanson Street,2250000,5
10 Tarup Place,265000,4
10 Tarwhine Place,514000,4
10 Taxal Close,945000,4
10 TENELLA Road,495000,3
10 Tenement Loop,547000,4
10 Teraglin Vista,640000,4
10 Terrex Rise,360000,4
10 The Circle,580000,3
10 The Fairway,780000,4
10 The Getaway,1070000,3
10 The Lane,1220000,4
10 The Lanterns,950000,5
10 Thetis Place,215000,3
10 Third Avenue,600000,2
10 Tillbrook Street,800000,4
10 Tindale Crest,335000,3
10 Tintern Road,415000,4
10 Tobruk Lane,655000,4
10 Tokara Avenue,450000,3
10 Tolbury Retreat,420000,4
10 Tomago Way,415000,4
10 Tonkin Street,400000,3
10 Tonrita Place,450000,3
10 Toovey Court,680000,4
10 Topeka Place,370000,3
10 Torquay Pass,720000,4
10 Torridge Approach,640000,4
10 Tranby Way,390000,4
10 Traverse Road,547500,3
10 Treetop Way,590000,4
10 Troy Terrace,262500,2
10 Tug Cove,315000,3
10 Turnstone Glade,555000,4
10 Turtledove Grove,645000,5
10 Turton Place,455000,4
10 Ufton Street,1325000,4
10 Ullapool Place,275000,4
10 Ulysses Street,520000,4
10 Valley View Road,675000,5
10 Valli Link,325000,4
10 Ventura Court,625000,3
10 Vermilion Boulevard,850000,6
10 Victoria Road,627500,4
10 Victoria Street,2100000,5
10 View Avenue,355000,3
10 Villandry Street,650000,5
10 Vista Drive,555000,4
10 Vitesse Approach,445000,4
10 Vitis Chase,495000,4
10 Volcans Mews,395000,4
10 Volunteer Place,1050000,4
10 Wade Street,449000,3
10 Wah Court,477500,4
10 Wakelin Close,800000,4
10 Walbrook Mews,570000,4
10 Wanstead Vista,371500,3
10 Wareana Street,965000,3
10 Warrior Pass,225000,3
10 Waterford Avenue,820000,4
10 Watershed Way,449500,3
10 Waterside Pass,660000,4
10 Wattle Court,535000,4
10 Wattle Road,640000,3
10 Waverley Street,1950000,4
10 Waylen Square,555000,4
10 Weetman Road,370000,3
10 Weldon Way,1510000,4
10 Weller Road,702000,4
10 Wells Court,535000,4
10 Welsh Glen,705000,4
10 Wendowie Place,400000,3
10 Westerly Crescent,455000,3
10 Westerway Terrace,815000,4
10 Westfield Road,300000,3
10 White Gum Drive,497500,4
10 Whitehall Road,550000,2
10 Whitehart Entrance,504000,5
10 Whitehouse Drive,425000,3
10 Whitfield Drive,315000,4
10 Whitnell Gardens,767500,4
10 Whyatt Green,260000,3
10 Wilber Street,1367000,5
10 Wilkie Street,600000,3
10 William Street,502000,4
10 Wilmore Green,448000,4
10 Wilsmore Street,1145000,4
10 Windward Street,415000,3
10 Wingate Avenue,505000,3
10 Winjana Road,475000,4
10 Wirraway Loop,930000,4
10 Wishaw Loop,475000,4
10 Witchetty Loop,290000,4
10 WOODFORD COURT,280000,3
10 Woodlands Street,1155000,4
10 Woollybush Road,420000,4
10 Wooloomooloo Road,400000,4
10 Woolwich Close,938000,4
10 Yalgar Place,377000,4
10 Yallambee Place,563000,3
10 Yarmouth Road,682000,4
10 Yarrunga Close,570000,4
10 Yelka Way,460000,4
10 Ypres Road,348000,4
10 Zuvela Court,800000,4
10/1 Coolgardie Street,360000,2
10/10 Clarence Street,300000,2
10/11 Tanunda Drive,270000,2
10/117 Old Perth Road,272000,2
10/12 Twilight Mews,405000,3
10/120 Ladywell Street,355000,3
10/1256 Rowley Road,249500,2
10/14 Everlasting Gardens,350000,3
10/180 Fulham Street,310000,3
10/182 Fulham Street,276500,2
10/2 Cerberus Avenue,425000,3
10/23 Bathurst Street,275000,2
10/23 Junction Boulevard,305000,2
10/3 Mountain View,250000,3
10/3 Park Road,260000,2
10/30 Westfield Street,239000,3
10/33 Brookside Avenue,193000,3
10/35 Point Walter Road,480000,3
10/37 Orenco Bend,222000,2
10/43 Shenton Street,440000,2
10/45 Norman Street,385000,3
10/5 Antonas Road,440000,1
10/5 Carlisle Street,250000,2
10/7 Park Road,255000,2
10/8 Benson Court,430000,3
10/8 Lewington Gardens,250000,2
10/8 Toulon Circle,610000,3
10/9 Cottrill Street,426000,2
100 Abernethy Road,565000,4
100 Alcock Street,275000,3
100 Ashley Road,457500,4
100 Bisdee Road,895000,4
100 Boatwright Avenue,167000,3
100 Bruns Drive,1250000,4
100 Burrendah Boulevard,665000,4
100 Chidzey Drive,269000,4
100 Clayton Street,320000,2
100 Colin Road,940000,3
100 Dalrymple Drive,280000,4
100 Dongara Circle,450000,3
100 Donnelly Ramble,486000,4
100 Edinboro Street,1330000,4
100 Enfield Street,905000,3
100 Evandale Street,1760000,4
100 Falls Heights,730000,4
100 Fauntleroy Avenue,680000,4
100 Flinders Avenue,830000,3
100 Furley Road,542000,4
100 Garratt Road,467500,3
100 Gibbs Street,615000,4
100 Golf Links Drive,620000,4
100 Gooseberry Hill Road,1050000,4
100 Grantham Street,1200000,4
100 Holmfirth Street,1795000,4
100 IOLANTHE Street,410000,3
100 Kenwick Road,467000,4
100 Lesmurdie Road,492500,3
100 Leworthy Loop,330000,4
100 Llangi Way,760000,4
100 Manning Road,688000,3
100 Marshwood Place,695000,3
100 Mcdonald Street,481000,3
100 Millendon Street,452000,4
100 Moreing Road,620000,3
100 Mullaloo Drive,547250,3
100 Naturaliste Boulevard,640000,4
100 Newbold Road,785000,4
100 Old York Road,525000,3
100 Orchard Road,270000,2
100 Palmerston Street,820000,2
100 Peninsula Road,563000,3
100 Petra Street,1385000,4
100 Reservoir Road,1100000,3
100 Robinson Road,870000,3
100 San Sebastian Boulevard,419000,4
100 Smyth Road,1495000,3
100 Strawberry Hill Drive,890000,6
100 Terrace Road,720000,3
100 Wallangarra Road,840000,4
100 Waterford Avenue,1225800,4
1005 Clayton Road,580000,4
1005 Cook Street,448000,4
1005 Glen Road,750000,3
100a Elvira Street,765000,3
100A Kimberley Street,860000,3
100a Selway Road,690000,4
100A Weaponess Road,1100000,4
101 Abbett Street,600000,3
101 Adrian Street,601000,3
101 Altone Road,410000,3
101 Beenyup Road,460000,3
101 Carosa Road,520000,4
101 Celeste Street,470000,4
101 Countryside Drive,530000,3
101 Dean Road,1100000,4
101 Delgado Parade,825000,4
101 Enfield Street,880000,4
101 Fairway,625000,2
101 Grand Promenade,659000,3
101 Grandis Boulevard,365000,4
101 Grantham Street,1125000,4
101 Great Eastern Highway,407000,3
101 Jones Street,945000,4
101 Keehner Entrance,271000,4
101 Leach Highway,375000,3
101 Lissadell Street,1615000,3
101 Monyash Road,1045000,4
101 Nanson Street,1540000,3
101 Nicholson Road,400000,3
101 Parnell Avenue,1075000,4
101 Piazza Link,259000,4
101 Pine Crest Way,190000,5
101 Railway Parade,1300000,4
101 Railway Parade,485000,4
101 Ranch Road,140000,5
101 River View Avenue,875000,4
101 Robert Street,845000,3
101 Seagrove Boulevard,310000,4
101 Teague Street,720000,3
101 The Fairways,820000,3
101 Thomas Street,530000,3
101 Watkins Street,749000,4
101 West Coast Drive,2300000,4
101 Westgrove Drive,320000,4
101 William Street,520000,4
1015 Dartnall Road,680000,3
1018 Brookton Highway,835000,3
101a Belmont Road,300000,2
101A Ivanhoe Street,350000,3
101a Shiraz Boulevard,439000,3
101A St Leonards Avenue,1275000,3
101A Welwyn Avenue,1150000,4
101B Calais Road,660000,3
101B Drummond Street,750000,3
101B Harris Street,1330000,4
102 Adelma Road,1910000,3
102 Balladong Loop,387600,4
102 Banksia Road,412500,4
102 Boatwright Avenue,160000,3
102 Born Road,710000,4
102 Bottlebrush Drive,455000,4
102 Brandon Street,935000,4
102 Castlecrag Drive,915000,4
102 Chrysostom Street,1220000,4
102 Connell Avenue,440000,3
102 Cook Avenue,930000,4
102 Darlington Road,1020000,5
102 Duffy Road,820000,4
102 Eudoria Street,294000,3
102 Foreshore Drive,590000,3
102 Golf Links Drive,720000,4
102 Gradient Way,385000,3
102 Hamilton Street,702500,3
102 Kenwick Road,340000,4
102 Kimberley Street,1125000,3
102 Lesmurdie Road,395000,4
102 Lynn Street,920000,4
102 Meller Road,600000,4
102 Milina Street,275000,3
102 Monash Avenue,1250000,4
102 Nottingham Parkway,335000,5
102 Park Road,78000,3
102 Parkway Road,433000,3
102 Piazza Link,241500,4
102 Pinegrove Drive,466000,4
102 Shenton Road,1335000,4
102 STATION STREET,444000,3
102 Suffolk Street,453000,4
102 Ulcombe Street,437007,4
102 Valentine Avenue,715000,3
102 Vellgrove Avenue,565000,4
102 Vincent Road,425000,3
102 Vines Avenue,770000,4
102 Waterloo Street,408000,2
102 Westfield Street,250000,3
